Job Plan ID,Job Plan Name
15100350,vce_Variables
15100351,vc_Variables
15100931,DM_REF_PARTIES
15100932,DM_REF_SMF
15100933,TRN_EXT_CL_TRD
15100934,DM_REF_BONDS
15100935,DM_REF_MKTDATA
15100936,DM_REF_SEC_ALL
15100937,TRN_CASH
15100938,RE_DWH_LOAD
15100939,RECON_INT_BNK_CB
15100940,RECON_INT_UNIT_1
15100941,RECON_INT_UNIT_2
15100942,RECON_NT_CSH_BAL
15100943,RECON_NT_CSH_PMT
15100944,RECON_NT_POS_IAB
15100945,RECON_NT_WTAX
15100946,RECON_NT_POS_IO
15100947,RECON_NT_TRX
15100948,SA_EOD_ADMIN
15100949,SA_SOD_ADMIN
15100950,SYNC_SCD_TO_BCI
15100951,TM_DEPO_REPO
15100952,DM_REF_EXTRACTS
15100953,TRN_FUT
15100954,DM_REF_BANK_HOLIDAYS
15100955,SA_EOD_PMT
15100956,AS_24D_CA_CR_SDTR
15100958,PERF_CASH_BUCKETS
15100959,PERF_DAILY_FUND
15100960,PERF_DAILY_CLIENT
15100961,PERF_DAILY_INDEX
15100962,PERF_ME_FUND
15100963,PERF_ME_CLIENT
15100964,PERF_WEEKLY_FUND
15100965,RE_CASH_MGMT
15100966,PERF_INDEX_UNIDATA
15100967,GL_CONTR_SURP_REBOOK
15100968,TRN_REPO
15100969,TRN_SBB_O
15100970,TRN_FX_OPT
15100971,TRN_IRS_BASIS
15100972,TRN_IRS_FI_FL
15100973,TRN_OTC_OPT
15100974,TRN_TRS
15100975,TRN_IRS_OIS_FI
15100976,TRN_IRS_OIS_FL
15100977,RECON_INT_DERIV
15100978,TRN_LN_FAC_FEE
15100979,TRN_LN_FAC_TRD
15100980,TRN_LN_FAC_TRD_CANC
15100981,TRN_LN_FAC_SET
15100982,SA_CASH_MGMT
15100983,TRN_CCS_BASIS
15100984,TRN_CCS_FI_FL
15100985,TRN_CCS_FI_FI
15100986,TRN_SWAPTION
15100987,TRN_CDSOPT
15100988,TRN_VAR_SWAP
15100989,TRN_VOL_SWAP
15100990,TRN_DIV_CAP_EVENT
15100991,MAN_EXT_CL_TRD
15100992,RE_PERF_DWH_LOAD
15100993,TRN_PMT_REC_AUXSTAT_20200302
15100994,REF_SMF
15100995,DWH_PFC_ERRORS
15100996,FLS_DEXS
15100997,PERF_MCDS
15100998,MIG_POST_VAL
15100999,DWHREC_ABOR_POS
15101000,DWHREC_FUND_DCMP
15101001,DWHREC_GLHOLDNG
15101002,DWHREC_IBOR_POS
15101003,DWHREC_IBOR_SETT
15101004,Copy_To_Direct_and_Archive
15101005,Delete_From_Direct_After_Processing
15101006,Copy_To_SFTP_and_Archive
15101007,Sync_Remote_To_Local
15101008,Copy_To_Archive_And_FTP_To_SCD
15101009,Swift_Move_To_Direct
15101010,Copy_To_Archive
15101011,Direct_Archive
15101012,DM_REF_PARTIES
15101013,DM_REF_SMF
15101014,TRN_EXT_CL_TRD
15101015,DM_REF_BONDS
15101016,DM_REF_MKTDATA
15101017,DM_REF_SEC_ALL
15101018,TRN_CASH
15101019,RE_DWH_LOAD
15101020,SA_EOD_ADMIN
15101021,RECON_INT_BNK_CB
15101022,RECON_INT_UNIT_1
15101023,RECON_INT_UNIT_2
15101024,RECON_NT_CSH_BAL
15101025,RECON_NT_CSH_PMT
15101026,RECON_NT_POS_IAB
15101027,RECON_NT_POS_IO
15101028,RECON_NT_TRX
15101029,RECON_NT_WTAX
15101030,SA_CASH_MGMT_FILE_MOVE
15101031,TM_DEPO_REPO
15101032,DM_REF_EXTRACTS
15101033,TRN_FUT
15101034,DM_REF_BANK_HOLIDAYS
15101035,SA_EOD_PMT
15101036,AS_24D_CA_CR_SDTR
15101038,PERF_CASH_BUCKETS
15101039,PERF_DAILY_FUND
15101040,PERF_DAILY_CLIENT
15101041,PERF_DAILY_INDEX
15101042,PERF_ME_FUND
15101043,PERF_ME_CLIENT
15101044,PERF_WEEKLY_FUND
15101045,RE_CASH_MGMT
15101046,PERF_INDEX_UNIDATA
15101047,GL_CONTR_SURP_REBOOK
15101048,TRN_REPO
15101049,TRN_SBB_O
15101050,TRN_FX_OPT
15101051,TRN_IRS_BASIS
15101052,TRN_IRS_FI_FL
15101053,TRN_OTC_OPT
15101054,TRN_TRS
15101055,TRN_IRS_OIS_FI
15101056,TRN_IRS_OIS_FL
15101057,RECON_INT_DERIV
15101058,RECON_INT_DERIV_FILE_MOVE
15101059,TRN_LN_FAC_FEE
15101060,TRN_LN_FAC_TRD
15101061,TRN_LN_FAC_TRD_CANC
15101062,TRN_LN_FAC_SET
15101063,SA_CASH_MGMT
15101064,TRN_CCS_BASIS
15101065,TRN_IRS_FI_FI
15101066,TRN_CCS_FI_FL
15101067,TRN_CCS_FI_FI
15101068,TRN_SWAPTION
15101069,TRN_CDSOPT
15101070,TRN_VAR_SWAP
15101071,TRN_VOL_SWAP
15101072,TRN_DIV_CAP_EVENT
15101073,MAN_EXT_CL_TRD
15101074,RE_PERF_DWH_LOAD
15101075,REF_SMF
15101076,DWH_PFC_ERRORS
15101077,PERF_MCDS
15101078,MIG_POST_VAL
15101079,DWHREC_FUND_DCMP
15101080,DWHREC_GLHOLDNG
15101081,DWHREC_IBOR_POS
15101082,DWHREC_IBOR_SETT
15101083,DWHREC_ABOR_POS
15101084,DWHREC_SCD_FILE_MOVE_OLD
15101085,DWHREC_FILE_MOVE
15101087,PERF_EXTRACT_UPD
15101088,PERF_EXTRACT_UPD
15101090,Swift_Copy_To_Archive_And_FTP_To_SCD
15101091,TRN_PMT_REC_AUXSTAT_20200320
15101092,TRN_PMT_REC_AUXSTAT
15104455,BCI_Copy_To_Archive_And_Move
15104478,BCI_Move_From_FTP_To_Local
15104479,BCI_Remove_Date_From_FileName
15104480,BCI_Remove_String_From_FileName
15104481,BCI_Move_To_Archive
15104729,SA_PAYR_RAISE_STAT
15104730,test_alerts
15104731,SCD_EOD_PROCESSING
15104732,SCD_RECON
15104733,SCD_PERF_DAILY
15104735,SCD_DWH_LOAD
15104736,SCD_SOD
15104737,WAIT_SCD_EOD_PROCESSING
15104738,WAIT_SCD_DWH_LOAD
15104739,WAIT_SCD_PERF_DAILY
15104740,WAIT_SCD_RECON
15104742,Message_SCD_To_EDM_SCD_DW
15104743,Wait_EDM_To_SCD_Market_Prices
15104744,WAIT_EDM_TO_SCD_PERFORMANCE_PRICES
15104745,WAIT_SUPERD_PRICES
15104746,WAIT_MARKET_FX_RATES
15104747,WAIT_MARKET_REF_RATES
15104748,WAIT_MARKET_STD_CONTRACT_QUOTES
15104749,WAIT_SCD_PERF_INDEX_UNIDATA
15104750,WAIT_POS_RECON_FILE
15104751,WAIT_CASH_PMT_RECON_FILE
15104752,WAIT_UNIT_2_RECON_FILE
15104753,WAIT_SUPERD_RECON
15104754,Message_SCD_To_Mulesoft_SCD_DW
15104755,MIG_POST_VAL
15104756,SA_CASH_MGMT
15104757,SCD_DWH_RECON
15104758,WAIT_DWH_ABOR_RECON_FILE
15104759,WAIT_DWH_FUND_DECOMP_RECON_FILE
15104760,WAIT_DWH_GL_HOLDINGS_RECON_FILE
15104761,WAIT_DWH_IBOR_RECON_FILE
15104762,WAIT_DWH_SETTLE_RECON_FILE
15104763,SA_SOD_ADMIN
15104764,SA_PAYR_RAISE_STAT
15104766,FLS_DEXS
15104767,RE_CASH_MGMT
15104768,PAYMENT_RECONCILLIATION
15104769,SCD_EXTRACTS_6pm
15104770,AS_24D_CA_CR_SDTR
15104772,DM_REF_BONDS_TRIGGERED
15104773,DM_REF_MKTDATA_TRIGGERED
15104774,DM_REF_PARTIES_TRIGGERED
15104775,DM_REF_SMF_TRIGGERED
15104776,TRN_EXT_CL_TRD_TRIGGERED
15104777,TRN_CASH_TRIGGERED_old
15104778,BCI_SYNC_SCD_TO_BCI
15104779,SA_CASH_MGMT_FILE_MOVE_TRIGGERED
15104780,TM_DEPO_REPO_TRIGGERED
15104781,TRN_FUT_TRIGGERED
15104782,DM_REF_BANK_HOLIDAYS_TRIGGERED
15104784,PERF_INDEX_UNIDATA_TRIGGERED
15104785,TRN_REPO_TRIGGERED
15104786,TRN_SBB_O_TRIGGERED
15104787,TRN_FX_OPT_TRIGGERED
15104788,TRN_IRS_BASIS_TRIGGERED
15104789,TRN_IRS_FI_FL_TRIGGERED
15104790,TRN_OTC_OPT_TRIGGERED
15104791,TRN_IRS_OIS_FI_TRIGGERED
15104792,TRN_IRS_OIS_FL_TRIGGERED
15104793,TRN_TRS_TRIGGERED
15104794,RECON_INT_DERIV_FILE_MOVE_TRIGGERED
15104795,DWHREC_FILE_MOVE_TRIGGERED
15104796,Test Permissions
15104798,Receive_Email_And_Save_Attachment
15104799,Find_Folder_And_FTP_File
15104800,EMAIL_SUBMIT
15104801,Validate_User_For_Job
15104805,SCD_PERF_ME
15104806,WAIT_SCD_PERF_ME
15104807,SCD_PERF_DWH_LOAD
15104811,SOD_SET_DATE
15104812,WAIT_SOD_SET_DATE_XXX
15104813,SCD_RECON_NT_CASH_PMT
15104815,WAIT_SOD_SET_DATE
15104816,WAIT_SCD_RECON_NT_CASH_PMT
15104819,BCI_FTP_To_Integration
15104820,AUDIT_REPORTS
15104823,MANUAL_QUOTE
15104824,MANUAL_QUOTE
15104825,MANUAL_QUOTE
15104826,TRN_PMT_REC_AUXSTAT
15104827,Scheduled_BCI_Callout_Rotation
15104828,WAIT_SCD_DWH_RECON
15104829,SCD_EXTRACTS_POST_EOD
15104831,MANUAL_QUOTES
15104833,RECON_INT_DERIV
15104834,WAIT_DM_REF_MKTDATA_TRIGGERED
15214269,SA_CASH_MGMT
15265219,FLS_DEXS_DO
15317416,RE_DWH_CLEAN
15317423,RE_DWH_CLEAN
15317429,RE_DWH_CLEAN
15357523,Email_Manual_Move_File
15508375,FTP_To_SCD
15640663,WAIT_SCD_SOD
15713751,MAN_FORMULA_VALUE
15713781,MAN_FORMULA_VALUE
15713881,Move_File_To_Folder
15714853,MAN_FORMULA_VALUE
15715489,Set_Trigger_Variables
15828574,SA_MOD_ADMIN
15828575,SCD_FLS_DEX_EXTRACT
15828576,SA_MOD_ADMIN
15831290,FIN_REPO_RECON_DEXS
15866816,PRF_REP_DAILY
15866847,PRF_REP_MONTHLY
15950733,DM_REF_FORMULA_VALUE
15950737,DM_REF_FORMULA_VALUE
15950752,DM_REF_FORMULA_VALUE
16113154,SCD_STREPO_DEXS
16180004,WAIT_DWH_RECON_GLHOLDING
16195417,SCD_DWH_RECON_GLHOLDING
16343831,SECURITY_DEAL_ID
16343832,SECURITY_DEAL_ID
16343833,SECURITY_DEAL_ID
16343834,REPO_FLOAT_MAT
16343835,REPO_FLOAT_MAT
16430453,RECON_NT_CASH_PMT
16529766,SCD_REPO_FLOAT_MAT_POST_SOD
16529818,WAIT_SCD_REPO_FLOAT_MAT_POST_SOD
16529852,WAIT_SCD_REPO_FLOAT_MAT_PRE_EOD
16530729,SCD_FRR_MAT_ALERT
16531473,Send_Email_Test
16572501,RE_DWH_PFC_CLEAN
16572517,RE_DWH_PFC_CLEAN
16572535,RE_DWH_PFC_CLEAN
16576551,SA_EOD_ADMIN
16631783,DWH_RECON
16724113,TRN_CDS
16724114,TRN_CDS
16724115,TRN_CDS_TRIGGERED
17044047,HIST_RETURN
17044048,HIST_RETURN
17044078,HIST_RETURN
17191212,DM_REF_PORTF_DATA
17191213,DM_REF_PORTF_DATA
17191214,DM_REF_PORTF_DATA
17210532,DM_REF_MP
17210533,DM_REF_MP
17210534,DM_REF_MP
17210535,DM_REF_FUNDDEFN_DATA
17210536,DM_REF_FUNDDEFN_DATA
17210537,DM_REF_FUNDDEFN_DATA
17374405,TRN_BANK_ACC_OPN_BAL
17374406,TRN_BANK_ACC_OPN_BAL
17374407,TRN_BANK_ACC_OPN_BAL
17428636,DM_FX_RATE_UPDT
17428637,DM_FX_RATE_UPDT
17459937,TRN_CASH_TRIGGERED
17611131,DM_REF_PORTF_UPDT
17611132,DM_REF_PORTF_UPDT
17611133,DM_REF_PORTF_UPDT
17672392,LE_NAME_UPD
17672408,LE_NAME_UPD
17672416,LE_NAME_UPD
17926631,DM_REF_PORTF_BNKACC
17926687,DM_REF_PORTF_BNKACC
17926733,DM_REF_PORTF_BNKACC
18181273,WAIT_MARKET_CORRA_RATES
18287132,DM_MKTDATA_IDXCONST
18287133,Move_To_Folder
18287134,DM_MKTDATA_IDXCONST_TRIGGERED
18412980,SO_PFC_DEADLOCK_EXT
18412981,SO_PFC_DEADLOCK_EXT
18412982,SCD_SO_PFC_DEADLOCK_EXT
18412983,WAIT_SCD_SO_PFC_DEADLOCK_EXT
18552843,SA_CR_REF_RATE_FIX
18552844,SA_CR_REF_RATE_FIX
18552845,SA_CR_REF_RATE_FIX
18953970,BCI_Move_File_Generic
18953973,BCI_Copy_File_Generic
19712609,SO_GEN_REC_STATS_EXT
19712699,SO_GEN_REC_STATS_EXT
19731350,RE_DWH_PFC_1
19731351,RE_DWH_PFC_2
19731352,RE_DWH_LOAD_PLAN
19731353,RE_DWH_FUND_CLEANUP
19731354,RE_DWH_POS_CLEANUP
19905773,SUBMIT_JOB_X_MINUTES
19906226,PRF_CALC_IRR
20187947,AUDIT_ACTIVE_USERS
20188857,AUDIT_ACTIVE_USERS
20294821,PERF_F_EXTRACT_UPD
20294828,PERF_F_EXTRACT_UPD
20404069,PERF_DAILY_CLIENT_1
20404083,PERF_DAILY_CLIENT_2
20404097,PERF_DAILY_CLIENT_3
20404108,PERF_DAILY_FUND_1
20404141,PERF_DAILY_FUND_2
20404150,PERF_DAILY_FUND_3
20739884,TRN_SWAPTION_TRIGGERED
20775876,Swift_Check_For_MT_File
20775877,WAIT_SWIFT_CASH_RECON_FILE
20933729,WAIT_SCD_MANUAL_QUOTE
20935607,SCD_MANUAL_QUOTE
21527001,EXTMGR_START_OF_DAY_MOVE_FILES
22185785,RECON_NT_POS_IAB_590
23121103,ZipFolder_PowerShell
24138372,PERF_IUD_IMPORT
24138373,PERF_IUD_IMPORT
24138374,PERF_IUD_IMPORT
24391928,DM_EXT_REF_RATES_CO
24391929,DM_EXT_REF_RATES_SO
24391930,DM_EXT_REF_RATES_CO
24391931,DM_EXT_REF_RATES_SO
24391932,WAIT_MARKET_SOFR_RATES
24476144,SA_CASHFORE_ALLCCY
24476153,SA_CASHFORE_ALLCCY
24512592,TRN_DIV_SWAP
24512593,TRN_DIV_SWAP
24512594,TRN_DIV_SWAP_TRIGGERED
25361077,SCD_AIM_WHT_DEDUCTIONS
26596678,DM_COPY_NT_CASH_PMT
26596679,DM_COPY_NT_CASH_PMT
26596680,DM_COPY_NT_CASH_PMT
26622008,DM_REF_SEC_ALL
26622066,DM_EXT_EDM_SMF
26622067,DM_STP_MKT_DATA
27288472,DM_COPY_NT_POS_FILE
27288551,DM_COPY_NT_POS_FILE
27288620,DM_COPY_NT_POS_FILE
28026826,DM_FX_RATE_COPY
28026830,DM_FX_RATE_COPY
28027017,DM_FX_RATE_COPY
